5	2184	280	16	16	3	300027	300028	300029	2	1
5	2184	296	16	16	3	300030	300031	300032	2	0
5	2184	312	16	16	3	300030	300031	300032	2	0
5	2184	328	16	16	3	300030	300031	300032	2	0
5	2184	344	16	16	3	300030	300031	300032	2	0
5	2184	360	16	16	3	300030	300031	300032	2	0
5	2200	376	16	16	2	300031	300031	300032	2	0
5	2200	392	16	16	2	300031	300031	300032	2	0
5	2200	408	16	16	2	300034	300034	300035	2	0



#Portal 
50	300	110	316	140	2

#BackGroundImg
#type	x	y	spriteId
100	1408	313	100000


#Pipe
#type	x	y	cell_width	cell_height	length	spriteIdBegin	spriteIdMiddle	spriteIdEnd
6	362	376	32	16	3	400001	400002	400002
6	1808	392	32	16	2	400001	400002	400002
6	1872	376	32	16	3	400001	400002	400002
6	2272	392	32	16	2	400002	400002	400002
6	2336	392	32	16	2	400001	400002	400002
6	2272	120	32	16	12	400001	400002	400002

6	2112	440	32	16	2	400003	400003	400004
6	2336	440	32	16	2	400003	400003	400004


#BackGround Tile
#type	x	y	cell_width	cell_height	length	spriteIdBegin	spriteIdMiddle	spriteIdEnd
#tree green
#tree1 green 1
101	24	408	16	16	8	500001	500002	500003
101	96	408	32	16	1	500004

101	24	392	16	16	5	500001	500002	500003
101	104	392	16	16	2	500001	500002	500003
101	48	392	32	16	1	500004
101	128	392	32	16	1	500004

101	40	376	16	16	2	500001	500002	500003
101	32	376	32	16	1	500004
101	80	376	32	16	1	500004
101	112	376	32	16	1	500004

101	48	360	32	16	1	500004

#tree1 green 2
101	840	392	16	16	7	500001	500002	500003
101	968	392	16	16	3	500001	500002	500003
101	832	392	32	16	1	500004
101	960	392	32	16	1	500004

101	840	376	16	16	7	500001	500002	500003
101	968	376	16	16	2	500001	500002	500003
101	864	376	32	16	1	500004
101	896	376	32	16	1	500004
101	992	376	32	16	1	500004

101	888	360	16	16	2	500001	500002	500003
101	848	360	32	16	1	500004
101	880	360	32	16	1	500004
101	928	360	32	16	1	500004
101	976	360	32	16	1	500004

101	896	344	32	16	1	500004


#tree1 green 3
101	1912	408	16	16	3	500001	500002	500003
101	1904	408	32	16	1	500004

101	1912	392	16	16	2	500001	500002	500003
101	1936	392	32	16	1	500004

101	1920	376	32	16	1	500004


#tree1 green 4
101	2376	408	16	16	6	500001	500002	500003

101	2376	392	16	16	5	500001	500002	500003
101	2448	392	32	16	1	500004

101	2376	376	16	16	5	500001	500002	500003

101	2392	360	16	16	4	500001	500002	500003
101	2384	360	32	16	1	500004


101	2408	344	16	16	3	500001	500002	500003
101	2400	344	32	16	1	500004

101	2408	328	16	16	3	500001	500002	500003

101	2408	312	16	16	2	500001	500002	500003
101	2432	312	32	16	1	500004

101	2416	296	32	16	1	500004


#tree2 green 1
101	168	408	16	16	3	500005	500005	500005

#tree2 green 2
101	680	392	16	16	6	500005	500005	500005

#tree2 green 3
101	1048	392	16	16	2	500005	500005	500005

#tree2 green 4
101	1192	408	16	16	3	500005	500005	500005

#tree2 green 5
101	1736	408	16	16	3	500005	500005	500005

#tree white 1
101	2592	408	32	16	1	500006
101	2648	408	16	16	1	500007

101	2585	392	16	16	1	500007
101	2640	392	32	16	1	500006


101	2585	376	16	16	1	500007
101	2632	376	16	16	1	500007

101	2585	360	16	16	1	500007
101	2624	360	32	16	1	500006

101	2585	344	16	16	1	500007
101	2616	344	16	16	1	500007

101	2608	328	32	16	1	500006

#tree white 2
101	2768	408	32	16	1	500006
101	2792	408	16	16	1	500007

101	2761	392	16	16	1	500007
101	2792	392	16	16	1	500007

101	2784	376	32	16	1	500006

#cloud
101	120	288	16	32	4	500008	500009	500010

101	328	272	16	32	3	500008	500009	500010

101	648	288	16	32	3	500008	500009	500010

101	728	320	16	32	5	500008	500009	500010

101	1176	288	16	32	3	500008	500009	500010

101	1656	288	16	32	5	500008	500009	500010

101	2328	304	16	32	3	500008	500009	500010

#bg flower tile
101	120	40	16	16	1	500011
101	312	88	16	16	1	500011
101	344	40	16	16	1	500011
101	376	72	16	16	1	500011
101	600	56	16	16	1	500011
101	760	24	16	16	1	500011
101	760	56	16	16	1	500011
101	1112	120	16	16	1	500011
101	1272	56	16	16	1	500011
101	1368	40	16	16	1	500011
101	1400	152	16	16	1	500011
101	1464	104	16	16	1	500011
101	1496	88	16	16	1	500011
101	1624	40	16	16	1	500011
101	1688	72	16	16	1	500011
101	2232	88	16	16	1	500011
101	2392	8	16	16	1	500011
101	2456	8	16	16	1	500011
101	2424	152	16	16	1	500011

#bg star tile
101	232	72	16	16	1	500012
101	296	88	16	16	1	500012
101	616	56	16	16	1	500012
101	680	24	16	16	1	500012
101	808	24	16	16	1	500012
101	1192	136	16	16	1	500012
101	1512	72	16	16	1	500012
101	1512	104	16	16	1	500012
101	1960	24	16	16	1	500012

#bg mushroom tile
101	264	40	16	16	1	500013
101	264	72	16	16	1	500013
101	840	40	16	16	1	500013
101	968	72	16	16	1	500013
101	1224	136	16	16	1	500013
101	1736	72	16	16	1	500013
101	1864	88	16	16	1	500013
101	1928	24	16	16	1	500013
101	1928	56	16	16	1	500013
101	2120	120	16	16	1	500013



#QuestionBlock
#type	x	y	isRanCoin	isRanMushRoom(red)	isRanLeaf
7	184	360	1	0	0
7	200	360	1	0	0

7	232	312	1	0	0
7	248	312	0	1	1

7	424	328	1	0	0

7	664	392	0	1	1

7	712	360	1	0	0

7	1448	136	1	0	0

7	1480	376	1	0	0


#SpawnTrigger
#type	xStart	xEnd	id	spawnLimit	objSpawnType	xSpawnObj	ySpawnObj	nxStart
#goomba
8	656	1088	1	1	2	780	392	-1
8	656	1088	2	1	2	920	392	-1
#red goomba
8	704	1088	3	1	9	968	392	-1
#Koopa Green												 isHasWing
8	1190	1420	4	10000	14	1460	400	-1	0
8	1190	1420	5	10000	14	1430	200	-1	1
8	1190	1420	6	10000	14	1370	200	-1	1
8	1190	1420	7	10000	14	1340	200	-1	1


#Koopa Red
#type	x	y
3	584	355



# PIRANHAPLANT
#type	x	y	piranhaType
12	360	388	0
12	1872	383	1
12	1808	398	2
